Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-11-18 00:00:00+05:30,147.69072740614675,149.53200740244617,143.91101135702408,144.28024291992188,172660,0.0,0.0
2014-11-19 00:00:00+05:30,144.28995771418735,150.49879772581062,144.28995771418735,145.22274780273438,324600,0.0,0.0
2014-11-20 00:00:00+05:30,146.08263818150877,153.12223372334682,144.00330894536245,150.95545959472656,342900,0.0,0.0
2014-11-21 00:00:00+05:30,149.63402889763174,153.0202281316422,146.70936912479016,147.1320343017578,184310,0.0,0.0
2014-11-24 00:00:00+05:30,149.63403894366112,149.63403894366112,142.3466669171841,143.2211456298828,134140,0.0,0.0
2014-11-25 00:00:00+05:30,145.60653460099908,145.60653460099908,139.4317060555863,140.77743530273438,239280,0.0,0.0
2014-11-26 00:00:00+05:30,139.43169527795493,143.60492786270586,139.43169527795493,140.11184692382812,55250,0.0,0.0
2014-11-27 00:00:00+05:30,139.3394053575432,142.16690916367367,139.3394053575432,139.98069763183594,26750,0.0,0.0
2014-11-28 00:00:00+05:30,139.4365796520853,145.154732172094,139.4365796520853,141.74424743652344,132370,0.0,0.0
2014-12-01 00:00:00+05:30,141.86081907545577,144.28994268976152,140.15556955383107,140.78228759765625,41900,0.0,0.0
2014-12-02 00:00:00+05:30,139.3879920973018,142.822776916435,139.3879920973018,140.75315856933594,45960,0.0,0.0
2014-12-03 00:00:00+05:30,140.59766373578293,149.14818133107676,140.59766373578293,147.59353637695312,164900,0.0,0.0
2014-12-04 00:00:00+05:30,146.85022668909994,155.07525012562803,146.2380976490884,153.6274871826172,396520,0.0,0.0
2014-12-05 00:00:00+05:30,154.29795113972568,154.46312978369093,148.76439984901015,149.4299774169922,169860,0.0,0.0
2014-12-08 00:00:00+05:30,148.66237433886522,152.35464542493875,147.36036755980507,147.7635955810547,279490,0.0,0.0
2014-12-09 00:00:00+05:30,148.27372015505344,148.27372015505344,145.7474255156378,147.5789794921875,143000,0.0,0.0
2014-12-10 00:00:00+05:30,147.69072519895676,148.40002518838034,143.42518445237678,145.63568115234375,31900,0.0,0.0
2014-12-11 00:00:00+05:30,143.99846100676442,145.58225452492815,141.86083495217622,143.162841796875,43300,0.0,0.0
2014-12-12 00:00:00+05:30,143.45432914478533,144.58144610388402,140.1118525494965,141.86082458496094,73980,0.0,0.0
2014-12-15 00:00:00+05:30,140.6948329222682,143.79924497585722,139.92722161085672,141.5255889892578,28490,0.0,0.0
2014-12-16 00:00:00+05:30,141.16609994203003,142.2349054870478,139.04304817512573,141.10780334472656,92350,0.0,0.0
2014-12-17 00:00:00+05:30,141.08348117231853,141.5693058422137,135.54508290075208,137.01226806640625,228330,0.0,0.0
2014-12-18 00:00:00+05:30,144.28997009168228,144.28997009168228,134.08764897408858,138.46493530273438,161120,0.0,0.0
2014-12-19 00:00:00+05:30,137.0997439159977,141.66649338542894,136.22525051151464,137.2309112548828,92040,0.0,0.0
2014-12-22 00:00:00+05:30,137.97421149453558,137.97421149453558,134.71918015203946,135.74427795410156,99760,0.0,0.0
2014-12-23 00:00:00+05:30,131.6585218094583,137.11918785894377,131.6585218094583,135.5451202392578,82990,0.0,0.0
2014-12-24 00:00:00+05:30,135.06414959426715,136.41959003314759,134.0827740661626,134.5297393798828,29800,0.0,0.0
2014-12-26 00:00:00+05:30,134.5734666555012,143.63895900428966,134.56860366322476,140.75315856933594,237440,0.0,0.0
2014-12-29 00:00:00+05:30,140.90375489907305,145.84459924404794,140.90375489907305,144.28024291992188,81910,0.0,0.0
2014-12-30 00:00:00+05:30,144.7757695938542,146.23324378439636,140.76285257817935,142.2592010498047,105950,0.0,0.0
2014-12-31 00:00:00+05:30,141.3798495137004,145.6502379162693,140.69483491326332,144.79519653320312,275890,0.0,0.0
2015-01-01 00:00:00+05:30,143.9012907804617,144.97009628943786,142.8324704452914,144.0858917236328,16570,0.0,0.0
2015-01-02 00:00:00+05:30,144.28995000316107,144.9701016844017,141.82196680946095,142.81790161132812,25380,0.0,0.0
2015-01-05 00:00:00+05:30,142.01142852320405,147.69072091829594,140.21387105523385,142.9830780029297,252680,0.0,0.0
2015-01-06 00:00:00+05:30,142.83244673411005,145.63080145532294,139.91749884157718,140.97659301757812,126520,0.0,0.0
2015-01-07 00:00:00+05:30,145.20327856053478,147.37005241977383,141.9871216434896,144.63485717773438,183230,0.0,0.0
2015-01-08 00:00:00+05:30,147.01057155966518,147.01057155966518,142.8567610727972,145.9854736328125,129620,0.0,0.0
2015-01-09 00:00:00+05:30,145.93691276072968,146.71908353984833,141.95800662698053,143.04624938964844,66360,0.0,0.0
2015-01-12 00:00:00+05:30,143.02676794198993,144.9749294504267,139.19361932532522,140.71910095214844,61560,0.0,0.0
2015-01-13 00:00:00+05:30,142.26406278849043,142.4486785757641,137.97423653523438,138.28517150878906,88120,0.0,0.0
2015-01-14 00:00:00+05:30,139.22280039421202,140.79200482797964,135.0641417732255,135.59368896484375,155910,0.0,0.0
2015-01-15 00:00:00+05:30,137.25032795927345,138.52804917347032,133.28113400639901,137.97906494140625,237060,0.0,0.0
2015-01-16 00:00:00+05:30,137.8819151894722,137.8819151894722,135.05927469929824,135.28761291503906,44940,0.0,0.0
2015-01-19 00:00:00+05:30,135.44793079707736,139.82035343175454,135.44793079707736,139.11105346679688,70260,0.0,0.0
2015-01-20 00:00:00+05:30,141.35556586693525,143.49805480507152,139.8203578695566,140.456787109375,147650,0.0,0.0
2015-01-21 00:00:00+05:30,141.56930415666483,142.50694220011266,138.9264167978064,139.33937072753906,25060,0.0,0.0
2015-01-22 00:00:00+05:30,140.75799904317913,144.5134145754536,135.54509454976736,137.896484375,222800,0.0,0.0
2015-01-23 00:00:00+05:30,140.3061540141078,145.0818186611494,138.9458509146509,140.40818786621094,563340,0.0,0.0
2015-01-27 00:00:00+05:30,140.7919931622236,145.06725944929835,139.43168992272314,142.16688537597656,248670,0.0,0.0
2015-01-28 00:00:00+05:30,142.832461608111,145.26158510484757,142.82759861673568,144.22677612304688,228890,0.0,0.0
2015-01-29 00:00:00+05:30,144.76606838463425,144.76606838463425,139.52887802644753,140.845458984375,148310,0.0,0.0
2015-01-30 00:00:00+05:30,139.9175414564591,143.9887556251961,139.9126784641091,141.74424743652344,126810,0.0,0.0
2015-02-02 00:00:00+05:30,141.7344934001275,143.62435860192048,139.91751376437475,141.12721252441406,54050,0.0,0.0
2015-02-03 00:00:00+05:30,141.0932404929221,143.6098093193244,137.00745227454362,137.8187713623047,95810,0.0,0.0
2015-02-04 00:00:00+05:30,138.168548305669,143.99844498376638,138.168548305669,143.09481811523438,378050,0.0,0.0
2015-02-05 00:00:00+05:30,143.11911912818115,148.37088377598408,142.34179652055187,145.14015197753906,764220,0.0,0.0
2015-02-06 00:00:00+05:30,146.16038192663453,147.38465498369564,141.66650289923578,143.42518615722656,128400,0.0,0.0
2015-02-09 00:00:00+05:30,143.51261053689115,145.74740707731522,141.8656725465378,142.53125,50050,0.0,0.0
2015-02-10 00:00:00+05:30,142.15232560375995,143.70695591666666,138.63980730434585,141.09323120117188,132130,0.0,0.0
2015-02-11 00:00:00+05:30,141.88512922607916,144.6786218716885,139.09649957293203,144.02761840820312,110070,0.0,0.0
2015-02-12 00:00:00+05:30,144.76118445935364,145.03810809282805,141.37498575391825,142.4486541748047,41630,0.0,0.0
2015-02-13 00:00:00+05:30,143.31827891198597,143.8041035862639,141.6033184048326,142.191162109375,21530,0.0,0.0
2015-02-16 00:00:00+05:30,142.3466574402202,146.0097803529858,141.6665057282705,142.13775634765625,33580,0.0,0.0
2015-02-18 00:00:00+05:30,142.68186622349577,146.41785958548292,142.55069888374874,145.091552734375,148030,0.0,0.0
2015-02-19 00:00:00+05:30,145.747431567138,146.13123728826616,141.8608333920143,142.54098510742188,55340,0.0,0.0
2015-02-20 00:00:00+05:30,143.26971563707986,144.67375627946106,141.39443922091357,141.69564819335938,33110,0.0,0.0
2015-02-23 00:00:00+05:30,143.0219579699103,144.435694972056,140.51510043342725,141.2632598876953,39430,0.0,0.0
2015-02-24 00:00:00+05:30,142.10373503064946,144.576581153407,140.71913157024017,142.2106170654297,51820,0.0,0.0
2015-02-25 00:00:00+05:30,142.83246117426827,144.28993526788324,139.9175129870383,140.72398376464844,36960,0.0,0.0
2015-02-26 00:00:00+05:30,141.51591062026083,143.80414128463747,138.95075626066378,142.88592529296875,51950,0.0,0.0
2015-02-27 00:00:00+05:30,143.02677830014093,146.27694649257253,141.1854986698812,144.93606567382812,68900,0.0,0.0
2015-03-02 00:00:00+05:30,142.54097538722004,143.32316092624626,141.18067204916719,141.64219665527344,27720,0.0,0.0
2015-03-03 00:00:00+05:30,141.6664987860751,144.57658426791645,140.9863471074554,142.7838897705078,73120,0.0,0.0
2015-03-04 00:00:00+05:30,142.73532917552785,145.65027815658993,140.9037749031915,141.4867706298828,69960,0.0,0.0
2015-03-05 00:00:00+05:30,142.14261407950042,144.67377197338487,141.56934437129095,142.70132446289062,36890,0.0,0.0
2015-03-09 00:00:00+05:30,141.87053975476337,143.79926462702494,140.5005252122476,141.83168029785156,39080,0.0,0.0
2015-03-10 00:00:00+05:30,142.73531372894038,144.77578372534634,141.48189232625373,143.83328247070312,52750,0.0,0.0
2015-03-11 00:00:00+05:30,142.9296178316396,145.1643993586718,137.1968780710921,143.43972778320312,297050,0.0,0.0
2015-03-12 00:00:00+05:30,142.65274319964888,146.3304406177728,142.65274319964888,143.37661743164062,69780,0.0,0.0
2015-03-13 00:00:00+05:30,144.5668680321884,150.60566584974816,143.8089826417497,146.21380615234375,351760,0.0,0.0
2015-03-16 00:00:00+05:30,143.3182889503912,147.5935404530102,142.0648677264858,144.58143615722656,273700,0.0,0.0
2015-03-17 00:00:00+05:30,146.21379927402427,146.32554429376327,142.35634992472654,144.69802856445312,235740,0.0,0.0
2015-03-18 00:00:00+05:30,145.54821653005038,146.5635883490454,142.83245830269001,144.62515258789062,277730,0.0,0.0
2015-03-19 00:00:00+05:30,144.7709323101327,144.7757953026802,142.44869028054026,143.7118377685547,92310,0.0,0.0
2015-03-20 00:00:00+05:30,144.2316359837386,145.1449887708773,141.86080913019381,143.65350341796875,114570,0.0,0.0
2015-03-23 00:00:00+05:30,143.65837685267405,143.70694746413085,140.50051614589597,142.1231689453125,102050,0.0,0.0
2015-03-24 00:00:00+05:30,140.12643342647988,144.19278433779763,140.12643342647988,141.7005157470703,34880,0.0,0.0
2015-03-25 00:00:00+05:30,142.2494558290073,142.8421625127195,138.9507170320525,140.98146057128906,139730,0.0,0.0
2015-03-26 00:00:00+05:30,139.43655827243506,142.73529746153656,139.43655827243506,142.0891571044922,119860,0.0,0.0
2015-03-27 00:00:00+05:30,141.37503120377755,144.67863424988155,138.94590695628997,143.78958129882812,177120,0.0,0.0
2015-03-30 00:00:00+05:30,143.80412130198806,144.2899460361164,141.67620659431486,143.18226623535156,106020,0.0,0.0
2015-03-31 00:00:00+05:30,144.13935631381406,144.19278992346628,141.46245701028303,142.81304931640625,202960,0.0,0.0
2015-04-01 00:00:00+05:30,143.60494944640703,144.97011593494105,143.31831459635785,143.90615844726562,23690,0.0,0.0
2015-04-06 00:00:00+05:30,143.70694700091113,147.01056400999272,142.540970632021,144.4016876220703,264310,0.0,0.0
2015-04-07 00:00:00+05:30,144.58146229714922,145.64541978679625,142.05516742673146,142.56529235839844,49720,0.0,0.0
2015-04-08 00:00:00+05:30,143.0267878625858,143.90612937825108,140.30616659355704,140.8745880126953,134210,0.0,0.0
2015-04-09 00:00:00+05:30,140.98632157570702,141.6664731311555,137.39120724826586,138.38229370117188,195010,0.0,0.0
2015-04-10 00:00:00+05:30,138.94584972519377,139.52398224406176,136.52158946912505,137.20660400390625,56190,0.0,0.0
2015-04-13 00:00:00+05:30,137.58556945736436,138.9458727707966,134.81636256607013,135.1370086669922,62570,0.0,0.0
2015-04-15 00:00:00+05:30,134.7677739848328,137.48839537444212,132.63014818806607,133.407470703125,33390,0.0,0.0
2015-04-16 00:00:00+05:30,135.073878384201,135.54512906755545,132.15406637925867,135.03501892089844,155730,0.0,0.0
2015-04-17 00:00:00+05:30,135.44795088727173,136.32244443963225,133.6601191475341,134.64149475097656,81690,0.0,0.0
2015-04-20 00:00:00+05:30,134.57348672400946,134.57348672400946,126.44078328153397,128.17031860351562,112820,0.0,0.0
2015-04-21 00:00:00+05:30,128.4520634000965,129.10792979042327,123.49665233760851,125.45938110351562,135010,0.0,0.0
2015-04-22 00:00:00+05:30,125.82859718900556,127.14517797351009,123.89987253865917,124.84723663330078,112640,0.0,0.0
2015-04-23 00:00:00+05:30,125.2455996849249,126.12009302636498,118.06511874228849,120.27075958251953,273440,0.0,0.0
2015-04-24 00:00:00+05:30,119.99871952258748,119.99871952258748,114.07165874538693,115.34937286376953,205580,0.0,0.0
2015-04-27 00:00:00+05:30,116.30643481738716,116.60278819263868,108.82473710655057,112.35182189941406,110500,0.0,0.0
2015-04-28 00:00:00+05:30,112.41983967893334,117.66674825125483,111.49677565616904,116.35987854003906,49570,0.0,0.0
2015-04-29 00:00:00+05:30,116.34044010387214,117.31208949219489,111.87570997843366,112.39554595947266,66060,0.0,0.0
2015-04-30 00:00:00+05:30,113.00283205213216,113.19715897354328,106.39561294079819,110.6417236328125,193780,0.0,0.0
2015-05-04 00:00:00+05:30,111.1178492315912,119.90156253540249,110.7680547813391,114.81983184814453,201910,0.0,0.0
2015-05-05 00:00:00+05:30,114.94613944783916,117.27809233019504,113.80444831381698,114.75666809082031,26340,0.0,0.0
2015-05-06 00:00:00+05:30,114.75667097849977,115.82062098662607,108.37293386425392,109.33000183105469,46380,0.0,0.0
2015-05-07 00:00:00+05:30,108.43607831582301,112.51701049803124,108.43607831582301,109.9664306640625,39770,0.0,0.0
2015-05-08 00:00:00+05:30,110.07331810496463,114.9752880951463,110.0684551130408,114.21253967285156,60720,0.0,0.0
2015-05-11 00:00:00+05:30,115.14047160904025,116.09269142925777,113.20689108131529,113.91619110107422,44060,0.0,0.0
2015-05-12 00:00:00+05:30,111.5550701797667,115.14045899666397,107.37211903108553,108.58182525634766,184470,0.0,0.0
2015-05-13 00:00:00+05:30,109.31057708942338,111.76399374671668,108.6304253527728,110.03931427001953,534270,0.0,0.0
2015-05-14 00:00:00+05:30,111.25387573101811,113.58583618092541,108.92191528111081,112.16722869873047,64190,0.0,0.0
2015-05-15 00:00:00+05:30,111.58422240361163,113.10000062895314,110.33080110154637,112.02146911621094,45400,0.0,0.0
2015-05-18 00:00:00+05:30,111.74940375540308,114.65463349455563,111.74940375540308,113.90160369873047,23630,0.0,0.0
2015-05-19 00:00:00+05:30,114.16880814420776,116.50076826126201,113.72670587395291,115.66029357910156,22820,0.0,0.0
2015-05-20 00:00:00+05:30,116.42303568636385,129.0301856966335,116.42303568636385,126.35328674316406,441710,0.0,0.0
2015-05-21 00:00:00+05:30,127.28607723787788,128.64638052978984,124.12821654304503,125.23103332519531,339010,0.0,0.0
2015-05-22 00:00:00+05:30,124.58490899107889,126.31444403874448,123.16143851690828,124.53632354736328,27810,0.0,0.0
2015-05-25 00:00:00+05:30,126.21240756021916,126.21240756021916,120.97035470500151,121.66022491455078,17030,0.0,0.0
2015-05-26 00:00:00+05:30,122.53957506471333,124.17680951910363,119.12422765277807,120.57198333740234,23840,0.0,0.0
2015-05-27 00:00:00+05:30,119.70236965712832,122.80678976729232,118.34692175540796,121.04324340820312,54570,0.0,0.0
2015-05-28 00:00:00+05:30,119.49832693300343,120.29022373107655,116.98661360060679,118.75015258789062,65320,0.0,0.0
2015-05-29 00:00:00+05:30,119.52745410754126,120.4067956561044,114.77608898514065,115.75259399414062,360950,0.0,0.0
2015-06-01 00:00:00+05:30,116.11211272956739,119.41085944869901,114.46031158066181,115.43196105957031,70510,0.0,0.0
2015-06-02 00:00:00+05:30,117.22466413469849,119.2165488038024,114.65950975301338,115.89350891113281,77650,0.0,0.0
2015-06-03 00:00:00+05:30,114.42144614446396,114.65463994665431,106.39561927253091,111.05953979492188,81950,0.0,0.0
2015-06-04 00:00:00+05:30,112.58988471056387,115.13560904436349,109.8061109959764,112.30810546875,79070,0.0,0.0
2015-06-05 00:00:00+05:30,112.59474537655049,114.16882029097957,109.69923391539905,110.36966705322266,38500,0.0,0.0
2015-06-08 00:00:00+05:30,109.98100562460736,111.91944156834757,108.33891565195172,110.27735900878906,280650,0.0,0.0
2015-06-09 00:00:00+05:30,111.73970014706032,111.73970014706032,108.33892666432371,108.63042449951172,15850,0.0,0.0
2015-06-10 00:00:00+05:30,108.86847537486202,111.44820382278735,108.8296085021035,110.2579345703125,24070,0.0,0.0
2015-06-11 00:00:00+05:30,111.26357881544592,114.07650066643903,110.76803552820525,111.40446472167969,124170,0.0,0.0
2015-06-12 00:00:00+05:30,109.79639693845206,111.93402294015634,109.31057217323767,111.15670776367188,45760,0.0,0.0
2015-06-15 00:00:00+05:30,110.52997568654864,112.01174251567386,108.06198530181315,109.18910217285156,32870,0.0,0.0
2015-06-16 00:00:00+05:30,110.27736444679778,110.37452791574275,107.43528664829836,108.70814514160156,19080,0.0,0.0
2015-06-17 00:00:00+05:30,110.76318090710727,117.86108038369568,109.01906452322672,116.43275451660156,136700,0.0,0.0
2015-06-18 00:00:00+05:30,115.14047070378373,118.34205416488473,114.67893865404633,115.76718139648438,38130,0.0,0.0
2015-06-19 00:00:00+05:30,116.59793513895566,119.51288351742956,113.78015022381149,118.24488067626953,46760,0.0,0.0
2015-06-22 00:00:00+05:30,119.51287662203946,119.51287662203946,114.76151163230854,115.66514587402344,50260,0.0,0.0
2015-06-23 00:00:00+05:30,115.14046494435456,117.56958867735783,114.06193341385332,114.6546401977539,37780,0.0,0.0
2015-06-24 00:00:00+05:30,114.65464531046732,115.08702905769898,111.3073129536475,111.7105484008789,93530,0.0,0.0
2015-06-25 00:00:00+05:30,111.64252745251768,113.18744657736535,110.77289701099123,111.6036605834961,26630,0.0,0.0
2015-06-26 00:00:00+05:30,111.93401653876838,112.12348788984241,109.18425415886512,110.58828735351562,41090,0.0,0.0
2015-06-29 00:00:00+05:30,109.7964059573564,110.08304081323425,108.43609502039783,109.43203735351562,25970,0.0,0.0
2015-06-30 00:00:00+05:30,110.20934883623974,113.16315682845425,108.82960089559118,109.49518585205078,77380,0.0,0.0
2015-07-01 00:00:00+05:30,110.76803880574309,113.19716246376377,107.86280898641755,111.97774505615234,75750,0.0,0.0
2015-07-02 00:00:00+05:30,112.60931161357132,113.18744423200496,111.2538638701044,112.01174926757812,63870,0.0,0.0
2015-07-03 00:00:00+05:30,111.92916664766963,113.68299433543682,110.28707657952211,113.10000610351562,70360,0.0,0.0
2015-07-06 00:00:00+05:30,111.74455693269921,114.97043323177284,111.73970135352954,114.48947143554688,41060,0.0,0.0
2015-07-07 00:00:00+05:30,115.4708204603937,116.79226434412985,114.2173991567222,116.1023941040039,43170,0.0,0.0
2015-07-08 00:00:00+05:30,113.10486250743709,116.7922706996605,113.10486250743709,114.7518081665039,60760,0.0,0.0
2015-07-09 00:00:00+05:30,114.75666894762415,118.24488713957861,114.75180595567876,116.4084701538086,46040,0.0,0.0
2015-07-10 00:00:00+05:30,118.34690960947522,121.16468717052686,114.94613643004314,117.9291000366211,221540,0.0,0.0
2015-07-13 00:00:00+05:30,118.05540082094481,120.9703489893632,116.59792673673562,118.1768569946289,31280,0.0,0.0
2015-07-14 00:00:00+05:30,119.31368151522298,120.47966519638213,117.37524578424113,118.2400131225586,12470,0.0,0.0
