Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-11-18 00:00:00+05:30,1118.585240135571,1121.4243556355946,1101.4008676487556,1104.0052490234375,1467026,0.0,0.0
2014-11-19 00:00:00+05:30,1109.192304649557,1109.192304649557,1091.879832704476,1098.8389892578125,1865746,0.0,0.0
2014-11-20 00:00:00+05:30,1104.9229496876992,1114.422383857155,1093.2034438849128,1112.373046875,1795386,0.0,0.0
2014-11-21 00:00:00+05:30,1113.4617582371336,1127.1238657001659,1104.3465292206986,1119.5029296875,2001594,0.0,0.0
2014-11-24 00:00:00+05:30,1119.4391375884065,1137.7975978921065,1119.4391375884065,1134.680908203125,1942766,0.0,0.0
2014-11-25 00:00:00+05:30,1135.6627186151484,1143.9453298319047,1116.877320262116,1125.4161376953125,2371684,0.0,0.0
2014-11-26 00:00:00+05:30,1122.8756252371604,1134.1041886573914,1116.4501456173864,1121.7015380859375,1584800,0.0,0.0
2014-11-27 00:00:00+05:30,1121.701662453847,1139.078133371832,1120.8477807946476,1132.8021240234375,1732418,0.0,0.0
2014-11-28 00:00:00+05:30,1134.958124027485,1149.2819045645876,1125.138485569914,1128.404541015625,1989768,0.0,0.0
2014-12-01 00:00:00+05:30,1131.606728356912,1152.740300533357,1129.3652888836527,1149.7303466796875,1896354,0.0,0.0
2014-12-02 00:00:00+05:30,1149.752025600909,1157.4155951216298,1131.1160940609877,1134.51025390625,1436572,0.0,0.0
2014-12-03 00:00:00+05:30,1140.7432774034867,1141.3836887132832,1117.944676468174,1125.138671875,3094670,0.0,0.0
2014-12-04 00:00:00+05:30,1137.3704878360966,1138.6513104575336,1122.8117623456508,1126.2486572265625,1285308,0.0,0.0
2014-12-05 00:00:00+05:30,1127.5082967936935,1131.30813373371,1098.1561069072945,1101.059326171875,2359676,0.0,0.0
2014-12-08 00:00:00+05:30,1107.9119127273066,1107.9119127273066,1068.056928046144,1072.8173828125,3232574,0.0,0.0
2014-12-09 00:00:00+05:30,1074.1832010364994,1092.5416579699531,1071.2373508034118,1073.6922607421875,2487940,0.0,0.0
2014-12-10 00:00:00+05:30,1073.756297483012,1080.9715565559543,1065.7297882097766,1070.7249755859375,2087970,0.0,0.0
2014-12-11 00:00:00+05:30,1067.6083439640688,1077.1290416459806,1061.8019066412248,1064.0006103515625,1938822,0.0,0.0
2014-12-12 00:00:00+05:30,1067.3516624266406,1075.8904757260536,1034.327760297736,1046.303466796875,2380786,0.0,0.0
2014-12-15 00:00:00+05:30,1018.2110408697066,1018.253776641828,1004.2714658724276,1007.0038452148438,3487788,0.0,0.0
2014-12-16 00:00:00+05:30,1003.3107408781667,1049.9540168104816,1001.1760371741707,1043.03759765625,3339140,0.0,0.0
2014-12-17 00:00:00+05:30,1047.4567952326872,1054.544056088512,1026.8996319461107,1043.486328125,2287076,0.0,0.0
2014-12-18 00:00:00+05:30,1048.1820707871059,1053.9030340180655,1039.5151544206178,1050.5728759765625,1481444,0.0,0.0
2014-12-19 00:00:00+05:30,1055.0985351534769,1077.491553223686,1053.6896100469764,1071.85595703125,1903130,0.0,0.0
2014-12-22 00:00:00+05:30,1078.4526166681205,1079.733439253237,1056.4224265106725,1073.0731201171875,1643954,0.0,0.0
2014-12-23 00:00:00+05:30,1067.352285315194,1082.999628124466,1065.0468460723616,1074.482177734375,1266476,0.0,0.0
2014-12-24 00:00:00+05:30,1073.7565438235342,1076.254190201429,1052.6869651767236,1058.7708740234375,3288972,0.0,0.0
2014-12-26 00:00:00+05:30,1061.3749403536676,1071.6215206306138,1052.4091826113397,1069.48681640625,626206,0.0,0.0
2014-12-29 00:00:00+05:30,1070.7675300020378,1083.1274453568976,1070.3405892006017,1077.12890625,778920,0.0,0.0
2014-12-30 00:00:00+05:30,1078.025934120969,1085.476033096187,1074.1834654448942,1080.1820068359375,701342,0.0,0.0
2014-12-31 00:00:00+05:30,1081.3131967735444,1095.7010842593525,1078.0257726896896,1092.2215576171875,1573792,0.0,0.0
2015-01-01 00:00:00+05:30,1095.957792411754,1095.957792411754,1084.8573239260877,1086.7999267578125,366830,0.0,0.0
2015-01-02 00:00:00+05:30,1089.125894911772,1106.1821576800003,1088.9551602986737,1101.2723388671875,925740,0.0,0.0
2015-01-05 00:00:00+05:30,1101.9344627666444,1110.0036040822206,1077.8763013611087,1084.53662109375,1754242,0.0,0.0
2015-01-06 00:00:00+05:30,1079.7759587624626,1079.7759587624626,1041.7354939102554,1044.5533447265625,2423784,0.0,0.0
2015-01-07 00:00:00+05:30,1054.5439951472797,1058.4504625856543,1027.8388217108957,1032.2149658203125,2636332,0.0,0.0
2015-01-08 00:00:00+05:30,1042.7600085173372,1045.5778590591924,1033.4314160062615,1043.3577880859375,1565408,0.0,0.0
2015-01-09 00:00:00+05:30,1048.1399034204856,1075.8483259763216,1046.0051989328676,1072.6036376953125,3197642,0.0,0.0
2015-01-12 00:00:00+05:30,1074.6100971902863,1079.3064464430051,1058.9200212777941,1071.493408203125,1596006,0.0,0.0
2015-01-13 00:00:00+05:30,1075.890878255347,1080.3310211388339,1058.8559810430772,1066.4554443359375,1468432,0.0,0.0
2015-01-14 00:00:00+05:30,1074.1838423133916,1080.9295327581192,1067.5662550495372,1076.72412109375,1787096,0.0,0.0
